station_id,latitude,longitude
178,56.1554,9.5012
961,51.5027,-2.5245
3641,52.0052,5.7218
2635,50.859051,4.700265
88,51.0914,6.5716
652,52.038,8.4791
2607,51.546501,7.3685
213,59.8236,10.332
3858,53.226917,5.716522
1882,51.595,6.7
431,48.8461,2.1888
3832,43.6937,3.7994
3448,45.37,2.27
1051,52.0399,8.4606
3181,52.4918,9.2892
1519,46.1147,3.0084
217,43.6423,1.1726
1604,52.3198,10.5347
2109,50.5495,4.6876
1716,50.6152,3.0277
3358,46.8256,7.5674
3518,52.0908,9.2482
2596,45.087,5.7436
325,50.7268,7.1362
4167,49.235222,9.254428
169,51.6556,-0.4191
890,50.5088,4.3956
2711,49.0291,2.0601
1056,43.2333,6.0667
508,43.2665,3.2807
3632,51.995945,9.848558
2816,43.8236,5.313
2511,50.15601,8.753313
3881,48.854397,15.258703
1300,48.5289,8.5705
4008,53.0956,8.7869
2742,45.1108,1.2971
774,50.8755,7.3726
1824,48.0666,8.5362
2395,48.219818,11.01217
1965,50.8018,-3.1842
3243,51.9295,7.5794
1874,52.0416,4.3224
3049,43.6334,1.405
541,47.7997,2.422
1132,46.6073,7.0596
3138,50.3857,4.4093
3478,50.5775,16.1055
2584,46.5536,6.8506
841,51.348,12.3671
521,52.1475,6.1967
3070,49.027599,8.7605
3854,50.6488,13.1889
611,39.2833,-1.4667
2384,48.2255,10.7692
1342,38.5648,-0.6349
168,47.4817,8.7679
3133,48.316,11.2107
2530,48.012058,11.50996
1101,48.764,8.673
674,46.3594,6.1357
2567,47.0742,8.2902
2643,45.1149,5.7591
3640,48.6245,9.3424
940,48.1267,12.236
2941,48.1351,11.4255
2306,49.3219,2.3232
2383,45.1319,1.5581
2781,48.1112,11.759
2593,49.5443,8.5782
2297,48.4829,15.3299
3432,47.227,7.4738
705,47.9689,12.6074
3341,47.2382,8.7868
435,56.9317,18.285
228,53.0802,7.4015
3826,51.0205,13.8645
2127,51.042782,13.80194
367,59.4723,17.7932
651,51.9319,4.5418
2650,47.9331,10.7194
2843,51,12.7794
1086,49.0663,12.8006
2158,48.4592,0.7136
1927,48.2909,16.33
744,49.6453,15.9662
782,48.1465,16.6892
3710,48.5866,13.0875
2773,51.8475,5.3852
588,54.3211,-1.4875
3552,50.8256,12.9103
3889,48.1746,21.5036
2538,43.312527,5.409843
3971,37.2906,-3.7068
3316,48.575726,7.717357
3840,46.1082,3.4597
3371,47.9842,7.8664
2486,36.677502,24.3423
3829,45.7506,21.2334
1156,51.1983,13.1961
248,47.7941,16.2274
1663,48.1368,11.5077
1614,48.0463,11.9609
3404,48.94,12.4922
3382,50.5858,3.3493
3380,47.7756,7.3388
3026,49.6584,13.2957
3681,51.3318,1.3922
3195,51.409832,-2.501548
3456,50.1084,8.6841
1542,48.3169,11.9854
3313,51.2338,-0.0158
3781,48.436298,8.6303
3013,51.231384,-2.336493
1902,42.011,1.5192
3131,48.8258,15.1753
2969,46.5802,0.3403
1593,55.2221,-3.8351
281,47.5765,12.1687
1933,46.2625,6.0575
2379,51.4643,-0.5884
4051,59.422199,16.197901
612,52.5443,6.1101
1908,38.9157,27.8178
3064,52.458698,5.4182
4081,51.8762,6.468
1505,53.1875,-2.4433
229,44.4198,26.1155
3594,50.382694,7.985483
1868,47.1464,2.2058
3169,52.5458,10.1404
817,55.9726,-4.1986
2557,51.0558,3.717
4061,52.3686,13.1328
2739,47.9206,106.942
1871,51.4766,-0.8696
